sid,dat,tim,open_value,low,high,close_value,volume
413,2020-05-05,14:24:00,19.13,18.08,19.3,18.285,1367290
579,2020-05-05,14:24:00,789.79,762.3,798.92,777.49,13051685
365,2020-05-05,14:23:00,295.06,294.48,300.39,300.2,23977444
413,2020-05-05,14:23:00,19.13,18.08,19.3,18.29,1363192
579,2020-05-05,14:23:00,789.79,762.3,798.92,778.351,13030479
146,2020-05-05,14:23:00,207.02,206.76,210.38,209.19,15427995
178,2020-05-05,14:23:00,1337.5,1335.22,1371.01,1369.68,1198867
267,2020-05-05,14:23:00,2340,2320.59,2351,2334.29,2136627
292,2020-05-05,14:23:00,28.67,28.03,28.73,28.52,13396128
632,2020-05-05,14:23:00,78.8,77.43,81.97,78.4,125450
711,2020-05-05,14:23:00,427.55,421.56,431,428.22,4580416
971,2020-05-05,14:23:00,23.31,22.19,24.09,22.43,604773
632,2020-05-05,14:22:00,78.8,77.43,81.97,78.52,125246
711,2020-05-05,14:22:00,427.55,421.56,431,428.46,4571156
971,2020-05-05,14:22:00,23.31,22.19,24.09,22.47,602909
365,2020-05-05,14:22:00,295.06,294.48,300.39,300.15,23915861
413,2020-05-05,14:22:00,19.13,18.08,19.3,18.28,1361147
579,2020-05-05,14:22:00,789.79,762.3,798.92,778.7,13020226
146,2020-05-05,14:22:00,207.02,206.76,210.38,209.165,15406855
178,2020-05-05,14:22:00,1337.5,1335.22,1371.01,1369.02,1196383
267,2020-05-05,14:22:00,2340,2320.59,2351,2333.94,2133749
292,2020-05-05,14:22:00,28.67,28.03,28.73,28.5201,13345928
146,2020-05-05,14:21:00,207.02,206.76,210.38,209.224,15389704
178,2020-05-05,14:21:00,1337.5,1335.22,1371.01,1369.84,1194762
267,2020-05-05,14:21:00,2340,2320.59,2351,2334.99,2127879
292,2020-05-05,14:21:00,28.67,28.03,28.73,28.56,13325561
632,2020-05-05,14:21:00,78.8,77.43,81.97,78.51,123430
711,2020-05-05,14:21:00,427.55,421.56,431,428.37,4562397
971,2020-05-05,14:21:00,23.31,22.19,24.09,22.47,602885
365,2020-05-05,14:21:00,295.06,294.48,300.39,300.16,23854360
413,2020-05-05,14:21:00,19.13,18.08,19.3,18.28,1359832
579,2020-05-05,14:21:00,789.79,762.3,798.92,778.01,13008696
365,2020-05-05,14:20:00,295.06,294.48,300.39,300.2,23785613
413,2020-05-05,14:20:00,19.13,18.08,19.3,18.28,1358644
579,2020-05-05,14:20:00,789.79,762.3,798.92,779.07,12983941
146,2020-05-05,14:20:00,207.02,206.76,210.38,209.16,15371691
178,2020-05-05,14:20:00,1337.5,1335.22,1371.01,1369.2,1191010
267,2020-05-05,14:20:00,2340,2320.59,2351,2333.03,2120559
292,2020-05-05,14:20:00,28.67,28.03,28.73,28.575,13296025
632,2020-05-05,14:20:00,78.8,77.43,81.97,78.51,123430
711,2020-05-05,14:20:00,427.55,421.56,431,428.44,4557797
971,2020-05-05,14:20:00,23.31,22.19,24.09,22.49,602313
632,2020-05-05,14:19:00,78.8,77.43,81.97,78.625,122542
711,2020-05-05,14:19:00,427.55,421.56,431,428.4,4551914
971,2020-05-05,14:19:00,23.31,22.19,24.09,22.49,602052
365,2020-05-05,14:19:00,295.06,294.48,300.39,300.19,23686596
413,2020-05-05,14:19:00,19.13,18.08,19.3,18.28,1356684
579,2020-05-05,14:19:00,789.79,762.3,798.92,778.6,12968451
146,2020-05-05,14:19:00,207.02,206.76,210.38,209.13,15349012
178,2020-05-05,14:19:00,1337.5,1335.22,1371.01,1369.2,1190489
267,2020-05-05,14:19:00,2340,2320.59,2351,2332.89,2119232
292,2020-05-05,14:19:00,28.67,28.03,28.73,28.585,13281147
146,2020-05-05,14:18:00,207.02,206.76,210.38,209.11,15324079
178,2020-05-05,14:18:00,1337.5,1335.22,1371.01,1369.2,1189856
267,2020-05-05,14:18:00,2340,2320.59,2351,2332.59,2117180
292,2020-05-05,14:18:00,28.67,28.03,28.73,28.58,13270048
632,2020-05-05,14:18:00,78.8,77.43,81.97,78.625,122297
711,2020-05-05,14:18:00,427.55,421.56,431,428.3,4544735
971,2020-05-05,14:18:00,23.31,22.19,24.09,22.52,599873
365,2020-05-05,14:18:00,295.06,294.48,300.35,300.32,23580794
413,2020-05-05,14:18:00,19.13,18.08,19.3,18.32,1354450
579,2020-05-05,14:18:00,789.79,762.3,798.92,779.3,12948142
365,2020-05-05,14:17:00,295.06,294.48,300.25,300.155,23436688
413,2020-05-05,14:17:00,19.13,18.08,19.3,18.315,1354088
579,2020-05-05,14:17:00,789.79,762.3,798.92,779.1,12922833
146,2020-05-05,14:17:00,207.02,206.76,210.38,209.34,15289937
178,2020-05-05,14:17:00,1337.5,1335.22,1371.01,1369.2,1189028
267,2020-05-05,14:17:00,2340,2320.59,2351,2333.24,2113864
292,2020-05-05,14:17:00,28.67,28.03,28.73,28.6,13252787
632,2020-05-05,14:17:00,78.8,77.43,81.97,78.53,121775
711,2020-05-05,14:17:00,427.55,421.56,431,428.41,4538428
971,2020-05-05,14:17:00,23.31,22.19,24.09,22.51,599762
632,2020-05-05,14:16:00,78.8,77.43,81.97,78.53,121359
711,2020-05-05,14:16:00,427.55,421.56,431,428.19,4523902
971,2020-05-05,14:16:00,23.31,22.19,24.09,22.5,597836
365,2020-05-05,14:16:00,295.06,294.48,300.25,300.07,23339099
413,2020-05-05,14:16:00,19.13,18.08,19.3,18.31,1349766
579,2020-05-05,14:16:00,789.79,762.3,798.92,778.985,12904458
146,2020-05-05,14:16:00,207.02,206.76,210.38,209.35,15271229
178,2020-05-05,14:16:00,1337.5,1335.22,1371.01,1369.18,1185877
267,2020-05-05,14:16:00,2340,2320.59,2351,2333.16,2109048
292,2020-05-05,14:16:00,28.67,28.03,28.73,28.585,13225893
146,2020-05-05,14:15:00,207.02,206.76,210.38,209.455,15251556
178,2020-05-05,14:15:00,1337.5,1335.22,1371.01,1371.01,1182457
267,2020-05-05,14:15:00,2340,2320.59,2351,2334.09,2102285
292,2020-05-05,14:15:00,28.67,28.03,28.73,28.595,13214099
632,2020-05-05,14:15:00,78.8,77.43,81.97,78.53,121357
711,2020-05-05,14:15:00,427.55,421.56,431,428.14,4518400
971,2020-05-05,14:15:00,23.31,22.19,24.09,22.52,595941
365,2020-05-05,14:15:00,295.06,294.48,300.25,300.079,23177619
413,2020-05-05,14:15:00,19.13,18.08,19.3,18.34,1347820
579,2020-05-05,14:15:00,789.79,762.3,798.92,778.82,12871215
365,2020-05-05,14:14:00,295.06,294.48,300,299.96,22657218
413,2020-05-05,14:14:00,19.13,18.08,19.3,18.34,1345352
579,2020-05-05,14:14:00,789.79,762.3,798.92,778.19,12847030
146,2020-05-05,14:14:00,207.02,206.76,210.38,209.362,15212414
178,2020-05-05,14:14:00,1337.5,1335.22,1370.44,1369.78,1177670
267,2020-05-05,14:14:00,2340,2320.59,2351,2334.4,2088419
292,2020-05-05,14:14:00,28.67,28.03,28.73,28.595,13182328
632,2020-05-05,14:14:00,78.8,77.43,81.97,78.54,120949
711,2020-05-05,14:14:00,427.55,421.56,431,428.1,4512719
971,2020-05-05,14:14:00,23.31,22.19,24.09,22.485,594855
632,2020-05-05,14:13:00,78.8,77.43,81.97,78.54,120822
711,2020-05-05,14:13:00,427.55,421.56,431,427.99,4500551
971,2020-05-05,14:13:00,23.31,22.19,24.09,22.5,594130
365,2020-05-05,14:13:00,295.06,294.48,300,299.958,22572656
413,2020-05-05,14:13:00,19.13,18.08,19.3,18.38,1336678
579,2020-05-05,14:13:00,789.79,762.3,798.92,778.343,12805290
146,2020-05-05,14:13:00,207.02,206.76,210.38,209.275,15181782
178,2020-05-05,14:13:00,1337.5,1335.22,1370.44,1369.94,1172717
267,2020-05-05,14:13:00,2340,2320.59,2351,2333.25,2080848
292,2020-05-05,14:13:00,28.67,28.03,28.73,28.5966,13170947
146,2020-05-05,14:12:00,207.02,206.76,210.38,209.28,15136457
178,2020-05-05,14:12:00,1337.5,1335.22,1369,1367.93,1158100
267,2020-05-05,14:12:00,2340,2320.59,2351,2331.25,2072097
292,2020-05-05,14:12:00,28.67,28.03,28.73,28.585,13155016
632,2020-05-05,14:12:00,78.8,77.43,81.97,78.54,120412
711,2020-05-05,14:12:00,427.55,421.56,431,427.85,4495224
971,2020-05-05,14:12:00,23.31,22.19,24.09,22.47,593474
365,2020-05-05,14:12:00,295.06,294.48,300,299.98,22367527
413,2020-05-05,14:12:00,19.13,18.08,19.3,18.415,1326550
579,2020-05-05,14:12:00,789.79,762.3,798.92,777.544,12766626
365,2020-05-05,14:11:00,295.06,294.48,300,299.95,22317438
413,2020-05-05,14:11:00,19.13,18.08,19.3,18.35,1311945
579,2020-05-05,14:11:00,789.79,762.3,798.92,776.75,12744124
146,2020-05-05,14:11:00,207.02,206.76,210.38,209.297,15103942
178,2020-05-05,14:11:00,1337.5,1335.22,1369,1367.86,1155538
267,2020-05-05,14:11:00,2340,2320.59,2351,2329.16,2069257
292,2020-05-05,14:11:00,28.67,28.03,28.73,28.57,13145206
632,2020-05-05,14:11:00,78.8,77.43,81.97,78.54,120195
711,2020-05-05,14:11:00,427.55,421.56,431,427.89,4489992
971,2020-05-05,14:11:00,23.31,22.19,24.09,22.49,592177
632,2020-05-05,14:10:00,78.8,77.43,81.97,78.54,119950
711,2020-05-05,14:10:00,427.55,421.56,431,427.9,4487408
971,2020-05-05,14:10:00,23.31,22.19,24.09,22.45,590108
365,2020-05-05,14:10:00,295.06,294.48,300,299.96,22265885
413,2020-05-05,14:10:00,19.13,18.08,19.3,18.34,1309188
579,2020-05-05,14:10:00,789.79,762.3,798.92,776.742,12734421
146,2020-05-05,14:10:00,207.02,206.76,210.38,209.44,15069683
178,2020-05-05,14:10:00,1337.5,1335.22,1369,1367.56,1153690
267,2020-05-05,14:10:00,2340,2320.59,2351,2331.41,2064560
292,2020-05-05,14:10:00,28.67,28.03,28.73,28.56,13135383
146,2020-05-05,14:09:00,207.02,206.76,210.38,209.46,15032787
178,2020-05-05,14:09:00,1337.5,1335.22,1369,1367.21,1152651
267,2020-05-05,14:09:00,2340,2320.59,2351,2330.67,2060114
292,2020-05-05,14:09:00,28.67,28.03,28.73,28.5881,13126240
632,2020-05-05,14:09:00,78.8,77.43,81.97,78.54,119740
711,2020-05-05,14:09:00,427.55,421.56,431,427.86,4483741
971,2020-05-05,14:09:00,23.31,22.19,24.09,22.41,589048
365,2020-05-05,14:09:00,295.06,294.48,300,299.88,22222554
413,2020-05-05,14:09:00,19.13,18.08,19.3,18.34,1308965
579,2020-05-05,14:09:00,789.79,762.3,798.92,776.176,12715197
365,2020-05-05,14:08:00,295.06,294.48,300,299.902,22193125
413,2020-05-05,14:08:00,19.13,18.08,19.3,18.345,1292981
579,2020-05-05,14:08:00,789.79,762.3,798.92,775.659,12702741
146,2020-05-05,14:08:00,207.02,206.76,210.38,209.52,15011820
178,2020-05-05,14:08:00,1337.5,1335.22,1369,1367.21,1151417
267,2020-05-05,14:08:00,2340,2320.59,2351,2330.4,2058494
292,2020-05-05,14:08:00,28.67,28.03,28.73,28.585,13092487
632,2020-05-05,14:08:00,78.8,77.43,81.97,78.54,119230
711,2020-05-05,14:08:00,427.55,421.56,431,428.06,4481666
971,2020-05-05,14:08:00,23.31,22.19,24.09,22.37,587627
632,2020-05-05,14:07:00,78.8,77.43,81.97,78.54,119230
711,2020-05-05,14:07:00,427.55,421.56,431,427.91,4473915
971,2020-05-05,14:07:00,23.31,22.19,24.09,22.37,587421
365,2020-05-05,14:07:00,295.06,294.48,300,299.89,22147679
413,2020-05-05,14:07:00,19.13,18.08,19.3,18.345,1287731
579,2020-05-05,14:07:00,789.79,762.3,798.92,775.99,12695866
146,2020-05-05,14:07:00,207.02,206.76,210.38,209.54,14989369
178,2020-05-05,14:07:00,1337.5,1335.22,1369,1367.5,1150224
267,2020-05-05,14:07:00,2340,2320.59,2351,2330.87,2046442
292,2020-05-05,14:07:00,28.67,28.03,28.73,28.59,13080132
146,2020-05-05,14:06:00,207.02,206.76,210.38,209.37,14942884
178,2020-05-05,14:06:00,1337.5,1335.22,1369,1367.3,1148619
267,2020-05-05,14:06:00,2340,2320.59,2351,2329.84,2041958
292,2020-05-05,14:06:00,28.67,28.03,28.73,28.59,13071167
632,2020-05-05,14:06:00,78.8,77.43,81.97,78.55,117522
711,2020-05-05,14:06:00,427.55,421.56,431,427.99,4468666
971,2020-05-05,14:06:00,23.31,22.19,24.09,22.38,586415
365,2020-05-05,14:06:00,295.06,294.48,300,299.823,22091218
413,2020-05-05,14:06:00,19.13,18.08,19.3,18.3475,1275941
579,2020-05-05,14:06:00,789.79,762.3,798.92,776.88,12675638
365,2020-05-05,14:05:00,295.06,294.48,300,299.65,22048256
413,2020-05-05,14:05:00,19.13,18.08,19.3,18.33,1266835
579,2020-05-05,14:05:00,789.79,762.3,798.92,775.02,12651222
146,2020-05-05,14:05:00,207.02,206.76,210.38,209.36,14918608
178,2020-05-05,14:05:00,1337.5,1335.22,1369,1367,1147248
267,2020-05-05,14:05:00,2340,2320.59,2351,2328.43,2039075
292,2020-05-05,14:05:00,28.67,28.03,28.73,28.57,13035967
632,2020-05-05,14:05:00,78.8,77.43,81.97,78.2901,116729
711,2020-05-05,14:05:00,427.55,421.56,431,427.8,4460767
971,2020-05-05,14:05:00,23.31,22.19,24.09,22.35,582654
632,2020-05-05,14:04:00,78.8,77.43,81.97,78.2901,116485
711,2020-05-05,14:04:00,427.55,421.56,431,427.71,4456074
971,2020-05-05,14:04:00,23.31,22.19,24.09,22.34,581931
365,2020-05-05,14:04:00,295.06,294.48,300,299.68,22010941
413,2020-05-05,14:04:00,19.13,18.08,19.3,18.35,1258949
579,2020-05-05,14:04:00,789.79,762.3,798.92,775,12643454
146,2020-05-05,14:04:00,207.02,206.76,210.38,209.39,14891911
178,2020-05-05,14:04:00,1337.5,1335.22,1369,1367,1146841
267,2020-05-05,14:04:00,2340,2320.59,2351,2327.72,2035291
292,2020-05-05,14:04:00,28.67,28.03,28.73,28.57,13024389
146,2020-05-05,14:03:00,207.02,206.76,210.38,209.24,14867901
178,2020-05-05,14:03:00,1337.5,1335.22,1369,1366.95,1145878
267,2020-05-05,14:03:00,2340,2320.59,2351,2327.37,2029740
292,2020-05-05,14:03:00,28.67,28.03,28.73,28.53,13012477
632,2020-05-05,14:03:00,78.8,77.43,81.97,78.2901,116141
711,2020-05-05,14:03:00,427.55,421.56,431,427.72,4452924
971,2020-05-05,14:03:00,23.31,22.19,24.09,22.31,580980
365,2020-05-05,14:03:00,295.06,294.48,300,299.56,21972465
413,2020-05-05,14:03:00,19.13,18.08,19.3,18.31,1253106
579,2020-05-05,14:03:00,789.79,762.3,798.92,774.57,12627796
365,2020-05-05,14:02:00,295.06,294.48,300,299.63,21916675
413,2020-05-05,14:02:00,19.13,18.08,19.3,18.21,1214897
579,2020-05-05,14:02:00,789.79,762.3,798.92,775.41,12611703
146,2020-05-05,14:02:00,207.02,206.76,210.38,209.27,14840198
178,2020-05-05,14:02:00,1337.5,1335.22,1369,1366.56,1143330
267,2020-05-05,14:02:00,2340,2320.59,2351,2327.02,2026003
292,2020-05-05,14:02:00,28.67,28.03,28.73,28.545,12971113
632,2020-05-05,14:02:00,78.8,77.43,81.97,78.33,116134
711,2020-05-05,14:02:00,427.55,421.56,431,427.71,4444421
971,2020-05-05,14:02:00,23.31,22.19,24.09,22.325,579042
632,2020-05-05,14:01:00,78.8,77.43,81.97,78.24,115298
711,2020-05-05,14:01:00,427.55,421.56,431,427.643,4436947
971,2020-05-05,14:01:00,23.31,22.19,24.09,22.27,576003
365,2020-05-05,14:01:00,295.06,294.48,300,299.665,21873270
413,2020-05-05,14:01:00,19.13,18.08,19.3,18.22,1209263
579,2020-05-05,14:01:00,789.79,762.3,798.92,775.74,12591094
146,2020-05-05,14:01:00,207.02,206.76,210.38,209.23,14803789
178,2020-05-05,14:01:00,1337.5,1335.22,1369,1367.03,1142343
267,2020-05-05,14:01:00,2340,2320.59,2351,2326.81,2023909
292,2020-05-05,14:01:00,28.67,28.03,28.73,28.565,12954478
146,2020-05-05,14:00:00,207.02,206.76,210.38,209.19,14783844
178,2020-05-05,14:00:00,1337.5,1335.22,1369,1367.93,1139144
267,2020-05-05,14:00:00,2340,2320.59,2351,2327.84,2019137
292,2020-05-05,14:00:00,28.67,28.03,28.73,28.57,12945157
632,2020-05-05,14:00:00,78.8,77.43,81.97,78.24,115298
711,2020-05-05,14:00:00,427.55,421.56,431,427.91,4428454
971,2020-05-05,14:00:00,23.31,22.19,24.09,22.28,575023
365,2020-05-05,14:00:00,295.06,294.48,300,299.73,21821647
413,2020-05-05,14:00:00,19.13,18.08,19.3,18.245,1199973
579,2020-05-05,14:00:00,789.79,762.3,798.92,774.747,12568261
365,2020-05-05,13:59:00,295.06,294.48,300,299.77,21721944
413,2020-05-05,13:59:00,19.13,18.08,19.3,18.25,1198199
579,2020-05-05,13:59:00,789.79,762.3,798.92,775.83,12543074
146,2020-05-05,13:59:00,207.02,206.76,210.38,209.265,14741541
178,2020-05-05,13:59:00,1337.5,1335.22,1369,1367.4,1137468
267,2020-05-05,13:59:00,2340,2320.59,2351,2325.95,2015025
292,2020-05-05,13:59:00,28.67,28.03,28.73,28.56,12932348
632,2020-05-05,13:59:00,78.8,77.43,81.97,78.24,115298
711,2020-05-05,13:59:00,427.55,421.56,431,427.5,4415291
971,2020-05-05,13:59:00,23.31,22.19,24.09,22.29,573944
632,2020-05-05,13:58:00,78.8,77.43,81.97,78.24,115298
711,2020-05-05,13:58:00,427.55,421.56,431,427.74,4403789
971,2020-05-05,13:58:00,23.31,22.19,24.09,22.3,573217
365,2020-05-05,13:58:00,295.06,294.48,300,299.8,21681529
413,2020-05-05,13:58:00,19.13,18.08,19.3,18.245,1186168
579,2020-05-05,13:58:00,789.79,762.3,798.92,776.98,12519463
146,2020-05-05,13:58:00,207.02,206.76,210.38,209.36,14716880
178,2020-05-05,13:58:00,1337.5,1335.22,1369,1367.56,1135061
267,2020-05-05,13:58:00,2340,2320.59,2351,2328.39,2011348
292,2020-05-05,13:58:00,28.67,28.03,28.73,28.58,12901411
146,2020-05-05,13:57:00,207.02,206.76,210.38,209.3,14696903
178,2020-05-05,13:57:00,1337.5,1335.22,1369,1367.95,1132720
267,2020-05-05,13:57:00,2340,2320.59,2351,2330.36,2008223
292,2020-05-05,13:57:00,28.67,28.03,28.73,28.595,12877513
632,2020-05-05,13:57:00,78.8,77.43,81.97,78.24,113688
711,2020-05-05,13:57:00,427.55,421.56,431,427.49,4398190
971,2020-05-05,13:57:00,23.31,22.19,24.09,22.3003,572844
365,2020-05-05,13:57:00,295.06,294.48,300,299.82,21655714
413,2020-05-05,13:57:00,19.13,18.08,19.3,18.255,1171033
579,2020-05-05,13:57:00,789.79,762.3,798.92,776.75,12475890
365,2020-05-05,13:56:00,295.06,294.48,300,299.72,21616586
413,2020-05-05,13:56:00,19.13,18.08,19.3,18.25,1142897
579,2020-05-05,13:56:00,789.79,762.3,798.92,775.495,12421327
146,2020-05-05,13:56:00,207.02,206.76,210.38,209.3,14673792
178,2020-05-05,13:56:00,1337.5,1335.22,1369,1366.71,1130061
267,2020-05-05,13:56:00,2340,2320.59,2351,2329.23,2003883
292,2020-05-05,13:56:00,28.67,28.03,28.73,28.595,12859562
632,2020-05-05,13:56:00,78.8,77.43,81.97,78.24,113688
711,2020-05-05,13:56:00,427.55,421.56,431,427.34,4393655
971,2020-05-05,13:56:00,23.31,22.19,24.09,22.3462,563204
632,2020-05-05,13:55:00,78.8,77.43,81.97,78.24,113688
711,2020-05-05,13:55:00,427.55,421.56,431,427.121,4388155
971,2020-05-05,13:55:00,23.31,22.19,24.09,22.3462,562930
365,2020-05-05,13:55:00,295.06,294.48,300,299.79,21568372
413,2020-05-05,13:55:00,19.13,18.08,19.3,18.12,947334
579,2020-05-05,13:55:00,789.79,762.3,798.92,775.214,12403542
146,2020-05-05,13:55:00,207.02,206.76,210.38,209.344,14653530
178,2020-05-05,13:55:00,1337.5,1335.22,1369,1366.98,1128877
267,2020-05-05,13:55:00,2340,2320.59,2351,2329.78,1997093
292,2020-05-05,13:55:00,28.67,28.03,28.73,28.5799,12847754
146,2020-05-05,13:54:00,207.02,206.76,210.38,209.385,14635277
178,2020-05-05,13:54:00,1337.5,1335.22,1369,1368.21,1125425
267,2020-05-05,13:54:00,2340,2320.59,2351,2329.64,1985452
292,2020-05-05,13:54:00,28.67,28.03,28.73,28.58,12828791
632,2020-05-05,13:54:00,78.8,77.43,81.97,78.24,113548
711,2020-05-05,13:54:00,427.55,421.56,431,427.48,4382827
971,2020-05-05,13:54:00,23.31,22.19,24.09,22.345,561783
365,2020-05-05,13:54:00,295.06,294.48,300,299.896,21534893
413,2020-05-05,13:54:00,19.13,18.08,19.3,18.095,944326
579,2020-05-05,13:54:00,789.79,762.3,798.92,775.39,12387914
365,2020-05-05,13:53:00,295.06,294.48,300,299.89,21490195
413,2020-05-05,13:53:00,19.13,18.08,19.3,18.145,935223
579,2020-05-05,13:53:00,789.79,762.3,798.92,774.935,12367381
146,2020-05-05,13:53:00,207.02,206.76,210.38,209.43,14614843
178,2020-05-05,13:53:00,1337.5,1335.22,1369,1368.5,1124367
267,2020-05-05,13:53:00,2340,2320.59,2351,2326.9,1977484
292,2020-05-05,13:53:00,28.67,28.03,28.73,28.585,12816357
632,2020-05-05,13:53:00,78.8,77.43,81.97,78.24,113180
711,2020-05-05,13:53:00,427.55,421.56,431,427.352,4379073
971,2020-05-05,13:53:00,23.31,22.19,24.09,22.3313,561457
632,2020-05-05,13:52:00,78.8,77.43,81.97,78.11,112510
711,2020-05-05,13:52:00,427.55,421.56,431,427.595,4369573
971,2020-05-05,13:52:00,23.31,22.19,24.09,22.32,560174
365,2020-05-05,13:52:00,295.06,294.48,300,299.82,21455617
413,2020-05-05,13:52:00,19.13,18.08,19.3,18.1201,906119
579,2020-05-05,13:52:00,789.79,762.3,798.92,775.2,12349055
146,2020-05-05,13:52:00,207.02,206.76,210.38,209.46,14581558
178,2020-05-05,13:52:00,1337.5,1335.22,1369,1368.62,1122098
267,2020-05-05,13:52:00,2340,2320.59,2351,2327.24,1970995
292,2020-05-05,13:52:00,28.67,28.03,28.73,28.5734,12810082
146,2020-05-05,13:51:00,207.02,206.76,210.38,209.46,14560470
178,2020-05-05,13:51:00,1337.5,1335.22,1369,1368.21,1118564
267,2020-05-05,13:51:00,2340,2320.59,2351,2327.05,1969037
292,2020-05-05,13:51:00,28.67,28.03,28.73,28.58,12799786
632,2020-05-05,13:51:00,78.8,77.43,81.97,78.04,112274
711,2020-05-05,13:51:00,427.55,421.56,431,427.447,4366902
971,2020-05-05,13:51:00,23.31,22.19,24.09,22.33,559568
365,2020-05-05,13:51:00,295.06,294.48,300,299.893,21414637
413,2020-05-05,13:51:00,19.13,18.08,19.3,18.1004,902879
579,2020-05-05,13:51:00,789.79,762.3,798.92,774.44,12318913
365,2020-05-05,13:50:00,295.06,294.48,300,299.92,21311192
413,2020-05-05,13:50:00,19.13,18.08,19.3,18.12,895496
579,2020-05-05,13:50:00,789.79,762.3,798.92,774.71,12303015
146,2020-05-05,13:50:00,207.02,206.76,210.38,209.501,14531983
178,2020-05-05,13:50:00,1337.5,1335.22,1369,1368.6,1114913
267,2020-05-05,13:50:00,2340,2320.59,2351,2327.94,1964378
292,2020-05-05,13:50:00,28.67,28.03,28.73,28.58,12783933
632,2020-05-05,13:50:00,78.8,77.43,81.97,78.05,111876
711,2020-05-05,13:50:00,427.55,421.56,431,427.669,4358168
971,2020-05-05,13:50:00,23.31,22.19,24.09,22.36,557013
632,2020-05-05,13:49:00,78.8,77.43,81.97,78.05,111876
711,2020-05-05,13:49:00,427.55,421.56,431,427.68,4350124
971,2020-05-05,13:49:00,23.31,22.19,24.09,22.325,554759
365,2020-05-05,13:49:00,295.06,294.48,299.98,299.95,21176728
413,2020-05-05,13:49:00,19.13,18.08,19.3,18.095,893943
579,2020-05-05,13:49:00,789.79,762.3,798.92,773.883,12277529
146,2020-05-05,13:49:00,207.02,206.76,210.38,209.4,14491536
178,2020-05-05,13:49:00,1337.5,1335.22,1369,1368.08,1112816
267,2020-05-05,13:49:00,2340,2320.59,2351,2326.33,1959188
292,2020-05-05,13:49:00,28.67,28.03,28.73,28.545,12766963
146,2020-05-05,13:48:00,207.02,206.76,210.38,209.43,14468601
178,2020-05-05,13:48:00,1337.5,1335.22,1369,1368.28,1111132
267,2020-05-05,13:48:00,2340,2320.59,2351,2325.28,1955898
292,2020-05-05,13:48:00,28.67,28.03,28.73,28.54,12757342
632,2020-05-05,13:48:00,78.8,77.43,81.97,78.05,111339
711,2020-05-05,13:48:00,427.55,421.56,431,427.414,4342617
971,2020-05-05,13:48:00,23.31,22.19,24.09,22.325,554255
365,2020-05-05,13:48:00,295.06,294.48,299.96,299.94,21092939
413,2020-05-05,13:48:00,19.13,18.08,19.3,18.11,891583
579,2020-05-05,13:48:00,789.79,762.3,798.92,773.78,12259419
365,2020-05-05,13:47:00,295.06,294.48,299.95,299.89,21009287
413,2020-05-05,13:47:00,19.13,18.08,19.3,18.09,880972
579,2020-05-05,13:47:00,789.79,762.3,798.92,773.183,12243418
146,2020-05-05,13:47:00,207.02,206.76,210.38,209.376,14438458
178,2020-05-05,13:47:00,1337.5,1335.22,1369,1367.65,1106888
267,2020-05-05,13:47:00,2340,2320.59,2351,2324.77,1953671
292,2020-05-05,13:47:00,28.67,28.03,28.73,28.525,12723641
632,2020-05-05,13:47:00,78.8,77.43,81.97,78.05,111339
711,2020-05-05,13:47:00,427.55,421.56,431,426.74,4330064
971,2020-05-05,13:47:00,23.31,22.19,24.09,22.305,553653
632,2020-05-05,13:46:00,78.8,77.43,81.97,78.02,110622
711,2020-05-05,13:46:00,427.55,421.56,431,426.4,4324497
971,2020-05-05,13:46:00,23.31,22.19,24.09,22.305,553627
365,2020-05-05,13:46:00,295.06,294.48,299.87,299.76,20897181
413,2020-05-05,13:46:00,19.13,18.08,19.3,18.1,877919
579,2020-05-05,13:46:00,789.79,762.3,798.92,772.77,12231396
146,2020-05-05,13:46:00,207.02,206.76,210.38,209.275,14412851
178,2020-05-05,13:46:00,1337.5,1335.22,1369,1366.97,1105337
267,2020-05-05,13:46:00,2340,2320.59,2351,2324.59,1952525
292,2020-05-05,13:46:00,28.67,28.03,28.73,28.539,12708776
146,2020-05-05,13:45:00,207.02,206.76,210.38,209.32,14387223
178,2020-05-05,13:45:00,1337.5,1335.22,1369,1366.86,1103970
267,2020-05-05,13:45:00,2340,2320.59,2351,2324.84,1950397
292,2020-05-05,13:45:00,28.67,28.03,28.73,28.5393,12696300
632,2020-05-05,13:45:00,78.8,77.43,81.97,78.045,109469
711,2020-05-05,13:45:00,427.55,421.56,431,426.395,4317871
971,2020-05-05,13:45:00,23.31,22.19,24.09,22.34,552170
365,2020-05-05,13:45:00,295.06,294.48,299.87,299.74,20858683
413,2020-05-05,13:45:00,19.13,18.09,19.3,18.11,874906
579,2020-05-05,13:45:00,789.79,762.3,798.92,772.5,12223049
365,2020-05-05,13:44:00,295.06,294.48,299.87,299.62,20814916
413,2020-05-05,13:44:00,19.13,18.09,19.3,18.1,872752
579,2020-05-05,13:44:00,789.79,762.3,798.92,772.34,12215211
146,2020-05-05,13:44:00,207.02,206.76,210.38,209.24,14359122
178,2020-05-05,13:44:00,1337.5,1335.22,1369,1366.87,1099539
267,2020-05-05,13:44:00,2340,2320.59,2351,2324.52,1947957
292,2020-05-05,13:44:00,28.67,28.03,28.73,28.55,12687781
632,2020-05-05,13:44:00,78.8,77.43,81.97,78.035,108899
711,2020-05-05,13:44:00,427.55,421.56,431,426.21,4314638
971,2020-05-05,13:44:00,23.31,22.19,24.09,22.3399,551332
