sid,dat,tim,open_value,low,high,close_value,volume
579,2020-05-07,11:59:00,777.21,772.35,796.4,779.76,6032583
632,2020-05-07,11:59:00,76.71,75.62,79.21,78.485,87881
711,2020-05-07,11:59:00,436.89,430.66,437.19,435.32,3139150
971,2020-05-07,11:59:00,22.61,22.5,23.52,23.41,751701
579,2020-05-07,11:58:00,777.21,772.35,796.4,779.99,6022038
632,2020-05-07,11:58:00,76.71,75.62,79.21,78.485,87877
711,2020-05-07,11:58:00,436.89,430.66,437.19,434.697,3130542
971,2020-05-07,11:58:00,22.61,22.5,23.52,23.3674,743079
292,2020-05-07,11:58:00,28.08,27.95,28.52,28.47,6944567
365,2020-05-07,11:58:00,303.22,301.97,305.17,303.95,13751509
413,2020-05-07,11:58:00,18.55,18.32,18.87,18.59,986737
146,2020-05-07,11:58:00,211.16,209.04,211.44,210.19,5434833
178,2020-05-07,11:58:00,1361.31,1352.54,1366.78,1365.35,529879
267,2020-05-07,11:58:00,2374.78,2343.11,2376,2355.57,1646594
146,2020-05-07,11:57:00,211.16,209.04,211.44,210.14,5412774
178,2020-05-07,11:57:00,1361.31,1352.54,1366.78,1364.57,528009
267,2020-05-07,11:57:00,2374.78,2343.11,2376,2355.04,1641742
579,2020-05-07,11:57:00,777.21,772.35,796.4,780.01,6010347
632,2020-05-07,11:57:00,76.71,75.62,79.21,78.275,87673
711,2020-05-07,11:57:00,436.89,430.66,437.19,434.45,3097574
971,2020-05-07,11:57:00,22.61,22.5,23.52,23.5,717824
292,2020-05-07,11:57:00,28.08,27.95,28.52,28.48,6922585
365,2020-05-07,11:57:00,303.22,301.97,305.17,303.8,13710656
413,2020-05-07,11:57:00,18.55,18.32,18.87,18.6,981993
292,2020-05-07,11:56:00,28.08,27.95,28.52,28.5,6903268
365,2020-05-07,11:56:00,303.22,301.97,305.17,303.87,13681066
413,2020-05-07,11:56:00,18.55,18.32,18.87,18.59,978748
146,2020-05-07,11:56:00,211.16,209.04,211.44,210.08,5402989
178,2020-05-07,11:56:00,1361.31,1352.54,1366.78,1363.85,525058
267,2020-05-07,11:56:00,2374.78,2343.11,2376,2354.4,1637630
579,2020-05-07,11:56:00,777.21,772.35,796.4,779.46,5990237
632,2020-05-07,11:56:00,76.71,75.62,79.21,78.275,87620
711,2020-05-07,11:56:00,436.89,430.66,437.19,434.29,3090042
971,2020-05-07,11:56:00,22.61,22.5,23.52,23.52,704647
579,2020-05-07,11:55:00,777.21,772.35,796.4,779.1,5980155
632,2020-05-07,11:55:00,76.71,75.62,79.21,78.275,87567
711,2020-05-07,11:55:00,436.89,430.66,437.19,434.19,3083041
971,2020-05-07,11:55:00,22.61,22.5,23.44,23.435,693927
292,2020-05-07,11:55:00,28.08,27.95,28.52,28.48,6851164
365,2020-05-07,11:55:00,303.22,301.97,305.17,303.95,13644462
413,2020-05-07,11:55:00,18.55,18.32,18.87,18.6,972154
146,2020-05-07,11:55:00,211.16,209.04,211.44,209.98,5367776
178,2020-05-07,11:55:00,1361.31,1352.54,1366.78,1363.81,523875
267,2020-05-07,11:55:00,2374.78,2343.11,2376,2353.36,1632121
146,2020-05-07,11:54:00,211.16,209.04,211.44,209.945,5354919
178,2020-05-07,11:54:00,1361.31,1352.54,1366.78,1363.64,521767
267,2020-05-07,11:54:00,2374.78,2343.11,2376,2352.93,1630214
579,2020-05-07,11:54:00,777.21,772.35,796.4,779.05,5967880
632,2020-05-07,11:54:00,76.71,75.62,79.21,78.275,87567
711,2020-05-07,11:54:00,436.89,430.66,437.19,434.01,3077938
971,2020-05-07,11:54:00,22.61,22.5,23.44,23.425,691851
292,2020-05-07,11:54:00,28.08,27.95,28.52,28.475,6829763
365,2020-05-07,11:54:00,303.22,301.97,305.17,303.865,13600173
413,2020-05-07,11:54:00,18.55,18.32,18.87,18.59,959586
292,2020-05-07,11:53:00,28.08,27.95,28.52,28.455,6816095
365,2020-05-07,11:53:00,303.22,301.97,305.17,303.98,13566953
413,2020-05-07,11:53:00,18.55,18.32,18.87,18.595,957156
146,2020-05-07,11:53:00,211.16,209.04,211.44,210,5342330
178,2020-05-07,11:53:00,1361.31,1352.54,1366.78,1363.52,519972
267,2020-05-07,11:53:00,2374.78,2343.11,2376,2352.13,1626844
579,2020-05-07,11:53:00,777.21,772.35,796.4,780.51,5955791
632,2020-05-07,11:53:00,76.71,75.62,79.21,78.275,87464
711,2020-05-07,11:53:00,436.89,430.66,437.19,434.29,3071609
971,2020-05-07,11:53:00,22.61,22.5,23.44,23.4275,690624
579,2020-05-07,11:52:00,777.21,772.35,796.4,780.31,5944840
632,2020-05-07,11:52:00,76.71,75.62,79.21,78.27,86458
711,2020-05-07,11:52:00,436.89,430.66,437.19,434.04,3059855
971,2020-05-07,11:52:00,22.61,22.5,23.44,23.41,687938
292,2020-05-07,11:52:00,28.08,27.95,28.52,28.415,6761188
365,2020-05-07,11:52:00,303.22,301.97,305.17,303.892,13534264
413,2020-05-07,11:52:00,18.55,18.32,18.87,18.62,949807
146,2020-05-07,11:52:00,211.16,209.04,211.44,210.068,5316133
178,2020-05-07,11:52:00,1361.31,1352.54,1366.78,1363.75,518788
267,2020-05-07,11:52:00,2374.78,2343.11,2376,2354.84,1622085
146,2020-05-07,11:51:00,211.16,209.04,211.44,210.04,5298435
178,2020-05-07,11:51:00,1361.31,1352.54,1366.78,1365.4,516529
267,2020-05-07,11:51:00,2374.78,2343.11,2376,2353.09,1617995
579,2020-05-07,11:51:00,777.21,772.35,796.4,780.77,5923723
632,2020-05-07,11:51:00,76.71,75.62,79.21,78.27,86322
711,2020-05-07,11:51:00,436.89,430.66,437.19,434.019,3046906
971,2020-05-07,11:51:00,22.61,22.5,23.44,23.4001,684869
292,2020-05-07,11:51:00,28.08,27.95,28.52,28.42,6743614
365,2020-05-07,11:51:00,303.22,301.97,305.17,303.878,13487504
413,2020-05-07,11:51:00,18.55,18.32,18.87,18.62,943494
292,2020-05-07,11:50:00,28.08,27.95,28.52,28.4537,6723067
365,2020-05-07,11:50:00,303.22,301.97,305.17,303.96,13451012
413,2020-05-07,11:50:00,18.55,18.32,18.87,18.62,941678
146,2020-05-07,11:50:00,211.16,209.04,211.44,210.23,5281399
178,2020-05-07,11:50:00,1361.31,1352.54,1366.78,1365.74,514846
267,2020-05-07,11:50:00,2374.78,2343.11,2376,2352.58,1613541
579,2020-05-07,11:50:00,777.21,772.35,796.4,782.385,5900599
632,2020-05-07,11:50:00,76.71,75.62,79.21,78.27,85863
711,2020-05-07,11:50:00,436.89,430.66,437.19,434.63,3035667
971,2020-05-07,11:50:00,22.61,22.5,23.44,23.42,683197
579,2020-05-07,11:49:00,777.21,772.35,796.4,781.35,5870742
632,2020-05-07,11:49:00,76.71,75.62,79.21,78.265,85661
711,2020-05-07,11:49:00,436.89,430.66,437.19,434.586,3029836
971,2020-05-07,11:49:00,22.61,22.5,23.44,23.4,680786
292,2020-05-07,11:49:00,28.08,27.95,28.52,28.455,6699506
365,2020-05-07,11:49:00,303.22,301.97,305.17,303.94,13413927
413,2020-05-07,11:49:00,18.55,18.32,18.87,18.62,939170
146,2020-05-07,11:49:00,211.16,209.04,211.44,210.15,5267629
178,2020-05-07,11:49:00,1361.31,1352.54,1366.78,1365.81,512818
267,2020-05-07,11:49:00,2374.78,2343.11,2376,2355,1607712
146,2020-05-07,11:48:00,211.16,209.04,211.44,210.32,5247106
178,2020-05-07,11:48:00,1361.31,1352.54,1366.78,1365.76,504888
267,2020-05-07,11:48:00,2374.78,2343.11,2376,2355.54,1603572
579,2020-05-07,11:48:00,777.21,772.35,796.4,781.73,5839552
632,2020-05-07,11:48:00,76.71,75.62,79.21,78.31,84734
711,2020-05-07,11:48:00,436.89,430.66,437.19,435.54,3010408
971,2020-05-07,11:48:00,22.61,22.5,23.44,23.41,678959
292,2020-05-07,11:48:00,28.08,27.95,28.52,28.4952,6685870
365,2020-05-07,11:48:00,303.22,301.97,305.17,304.12,13333101
413,2020-05-07,11:48:00,18.55,18.32,18.87,18.64,938155
292,2020-05-07,11:47:00,28.08,27.95,28.52,28.475,6658241
365,2020-05-07,11:47:00,303.22,301.97,305.17,304.06,13278151
413,2020-05-07,11:47:00,18.55,18.32,18.87,18.675,931089
146,2020-05-07,11:47:00,211.16,209.04,211.44,210.195,5215380
178,2020-05-07,11:47:00,1361.31,1352.54,1365.42,1365.16,494206
267,2020-05-07,11:47:00,2374.78,2343.11,2376,2353.83,1599550
579,2020-05-07,11:47:00,777.21,772.35,796.4,779.795,5804680
632,2020-05-07,11:47:00,76.71,75.62,79.21,78.31,84711
711,2020-05-07,11:47:00,436.89,430.66,437.19,435.162,2998557
971,2020-05-07,11:47:00,22.61,22.5,23.44,23.41,678820
579,2020-05-07,11:46:00,777.21,772.35,796.4,780.7,5790011
632,2020-05-07,11:46:00,76.71,75.62,79.21,78.31,84707
711,2020-05-07,11:46:00,436.89,430.66,437.19,435.39,2985711
971,2020-05-07,11:46:00,22.61,22.5,23.4,23.4,671932
292,2020-05-07,11:46:00,28.08,27.95,28.52,28.49,6632217
365,2020-05-07,11:46:00,303.22,301.97,305.17,304.17,13193753
413,2020-05-07,11:46:00,18.55,18.32,18.87,18.68,929535
146,2020-05-07,11:46:00,211.16,209.04,211.44,210.3,5176627
178,2020-05-07,11:46:00,1361.31,1352.54,1365.01,1364.87,487907
267,2020-05-07,11:46:00,2374.78,2343.11,2376,2353.2,1592028
146,2020-05-07,11:45:00,211.16,209.04,211.44,210.16,5142467
178,2020-05-07,11:45:00,1361.31,1352.54,1364.97,1364.3,482756
267,2020-05-07,11:45:00,2374.78,2343.11,2376,2355.85,1586816
579,2020-05-07,11:45:00,777.21,772.35,796.4,780.425,5758876
632,2020-05-07,11:45:00,76.71,75.62,79.21,78.31,84454
711,2020-05-07,11:45:00,436.89,430.66,437.19,434.955,2975975
971,2020-05-07,11:45:00,22.61,22.5,23.3,23.29,668877
292,2020-05-07,11:45:00,28.08,27.95,28.5,28.495,6540173
365,2020-05-07,11:45:00,303.22,301.97,305.17,304.08,13110160
413,2020-05-07,11:45:00,18.55,18.32,18.87,18.65,925372
292,2020-05-07,11:44:00,28.08,27.95,28.48,28.48,6485322
365,2020-05-07,11:44:00,303.22,301.97,305.17,303.72,12967640
413,2020-05-07,11:44:00,18.55,18.32,18.87,18.635,923105
146,2020-05-07,11:44:00,211.16,209.04,211.44,209.93,5106316
178,2020-05-07,11:44:00,1361.31,1352.54,1364.97,1363.13,478484
267,2020-05-07,11:44:00,2374.78,2343.11,2376,2354.95,1580410
579,2020-05-07,11:44:00,777.21,772.35,796.4,779.834,5716926
632,2020-05-07,11:44:00,76.71,75.62,79.21,78.17,84171
711,2020-05-07,11:44:00,436.89,430.66,437.19,434.436,2953544
971,2020-05-07,11:44:00,22.61,22.5,23.3,23.265,666538
579,2020-05-07,11:43:00,777.21,772.35,796.4,778.867,5688758
632,2020-05-07,11:43:00,76.71,75.62,79.21,78,82796
711,2020-05-07,11:43:00,436.89,430.66,437.19,434.113,2944861
971,2020-05-07,11:43:00,22.61,22.5,23.3,23.25,663435
292,2020-05-07,11:43:00,28.08,27.95,28.48,28.45,6422844
365,2020-05-07,11:43:00,303.22,301.97,305.17,303.66,12879167
413,2020-05-07,11:43:00,18.55,18.32,18.87,18.68,918764
146,2020-05-07,11:43:00,211.16,209.04,211.44,209.685,5086412
178,2020-05-07,11:43:00,1361.31,1352.54,1364.97,1361.73,468337
267,2020-05-07,11:43:00,2374.78,2343.11,2376,2353.1,1573162
146,2020-05-07,11:42:00,211.16,209.04,211.44,209.75,5072219
178,2020-05-07,11:42:00,1361.31,1352.54,1364.97,1361.32,466889
267,2020-05-07,11:42:00,2374.78,2343.11,2376,2351.3,1568237
579,2020-05-07,11:42:00,777.21,772.35,796.4,778.878,5680647
632,2020-05-07,11:42:00,76.71,75.62,79.21,77.915,82792
711,2020-05-07,11:42:00,436.89,430.66,437.19,433.603,2940233
971,2020-05-07,11:42:00,22.61,22.5,23.3,23.215,659992
292,2020-05-07,11:42:00,28.08,27.95,28.48,28.415,6407649
365,2020-05-07,11:42:00,303.22,301.97,305.17,303.565,12851223
413,2020-05-07,11:42:00,18.55,18.32,18.87,18.645,890292
292,2020-05-07,11:41:00,28.08,27.95,28.48,28.4,6386368
365,2020-05-07,11:41:00,303.22,301.97,305.17,303.65,12816543
413,2020-05-07,11:41:00,18.55,18.32,18.87,18.64,889416
146,2020-05-07,11:41:00,211.16,209.04,211.44,209.72,5057469
178,2020-05-07,11:41:00,1361.31,1352.54,1364.97,1361.32,466549
267,2020-05-07,11:41:00,2374.78,2343.11,2376,2356.26,1543314
579,2020-05-07,11:41:00,777.21,772.35,796.4,779.61,5660951
632,2020-05-07,11:41:00,76.71,75.62,79.21,77.915,82687
711,2020-05-07,11:41:00,436.89,430.66,437.19,434.28,2918549
971,2020-05-07,11:41:00,22.61,22.5,23.3,23.225,659114
579,2020-05-07,11:40:00,777.21,772.35,796.4,778.53,5637550
632,2020-05-07,11:40:00,76.71,75.62,79.21,77.915,82622
711,2020-05-07,11:40:00,436.89,430.66,437.19,434.27,2896230
971,2020-05-07,11:40:00,22.61,22.5,23.3,23.26,653346
292,2020-05-07,11:40:00,28.08,27.95,28.48,28.4,6362397
365,2020-05-07,11:40:00,303.22,301.97,305.17,303.47,12772258
413,2020-05-07,11:40:00,18.55,18.32,18.87,18.62,886709
146,2020-05-07,11:40:00,211.16,209.04,211.44,209.63,5041529
178,2020-05-07,11:40:00,1361.31,1352.54,1364.97,1360.99,464278
267,2020-05-07,11:40:00,2374.78,2343.11,2376,2355.26,1540278
146,2020-05-07,11:39:00,211.16,209.04,211.44,209.702,5024373
178,2020-05-07,11:39:00,1361.31,1352.54,1364.97,1360.85,463033
267,2020-05-07,11:39:00,2374.78,2343.11,2376,2355.64,1537069
579,2020-05-07,11:39:00,777.21,772.35,796.4,777.36,5625518
632,2020-05-07,11:39:00,76.71,75.62,79.21,77.915,82412
711,2020-05-07,11:39:00,436.89,430.66,437.19,434.358,2891349
971,2020-05-07,11:39:00,22.61,22.5,23.3,23.26,650574
292,2020-05-07,11:39:00,28.08,27.95,28.48,28.435,6339763
365,2020-05-07,11:39:00,303.22,301.97,305.17,303.56,12719061
413,2020-05-07,11:39:00,18.55,18.32,18.87,18.62,884129
292,2020-05-07,11:38:00,28.08,27.95,28.48,28.415,6321652
365,2020-05-07,11:38:00,303.22,301.97,305.17,303.57,12683964
413,2020-05-07,11:38:00,18.55,18.32,18.87,18.6,881764
146,2020-05-07,11:38:00,211.16,209.04,211.44,209.79,5003648
178,2020-05-07,11:38:00,1361.31,1352.54,1364.97,1360.44,461380
267,2020-05-07,11:38:00,2374.78,2343.11,2376,2352.34,1530642
579,2020-05-07,11:38:00,777.21,772.35,796.4,778.79,5604916
632,2020-05-07,11:38:00,76.71,75.62,79.21,77.915,82054
711,2020-05-07,11:38:00,436.89,430.66,437.19,434.11,2885894
971,2020-05-07,11:38:00,22.61,22.5,23.3,23.27,624404
579,2020-05-07,11:37:00,777.21,772.35,796.4,778.76,5587212
632,2020-05-07,11:37:00,76.71,75.62,79.21,77.915,81604
711,2020-05-07,11:37:00,436.89,430.66,437.19,434.2,2878071
971,2020-05-07,11:37:00,22.61,22.5,23.3,23.28,623580
292,2020-05-07,11:37:00,28.08,27.95,28.48,28.435,6298010
365,2020-05-07,11:37:00,303.22,301.97,305.17,303.72,12641967
413,2020-05-07,11:37:00,18.55,18.32,18.87,18.6,877475
146,2020-05-07,11:37:00,211.16,209.04,211.44,209.96,4981845
178,2020-05-07,11:37:00,1361.31,1352.54,1364.97,1361.33,460124
267,2020-05-07,11:37:00,2374.78,2343.11,2376,2353.24,1525514
146,2020-05-07,11:36:00,211.16,209.04,211.44,209.985,4947243
178,2020-05-07,11:36:00,1361.31,1352.54,1364.97,1361.33,458980
267,2020-05-07,11:36:00,2374.78,2343.11,2376,2354.2,1520448
579,2020-05-07,11:36:00,777.21,772.35,796.4,777.122,5549756
632,2020-05-07,11:36:00,76.71,75.62,79.21,77.915,81602
711,2020-05-07,11:36:00,436.89,430.66,437.19,434.24,2867217
971,2020-05-07,11:36:00,22.61,22.5,23.3,23.27,621298
292,2020-05-07,11:36:00,28.08,27.95,28.48,28.455,6283234
365,2020-05-07,11:36:00,303.22,301.97,305.17,303.69,12574153
413,2020-05-07,11:36:00,18.55,18.32,18.87,18.63,873048
292,2020-05-07,11:35:00,28.08,27.95,28.48,28.45,6231385
365,2020-05-07,11:35:00,303.22,301.97,305.17,303.5,12531673
413,2020-05-07,11:35:00,18.55,18.32,18.87,18.69,867074
146,2020-05-07,11:35:00,211.16,209.04,211.44,209.95,4922459
178,2020-05-07,11:35:00,1361.31,1352.54,1364.97,1360.85,457822
267,2020-05-07,11:35:00,2374.78,2343.11,2376,2353.7,1515078
579,2020-05-07,11:35:00,777.21,772.35,796.4,776.33,5533995
632,2020-05-07,11:35:00,76.71,75.62,79.21,77.915,81485
711,2020-05-07,11:35:00,436.89,430.66,437.19,434.65,2828645
971,2020-05-07,11:35:00,22.61,22.5,23.3,23.27,618921
579,2020-05-07,11:34:00,777.21,772.35,796.4,776.5,5502970
632,2020-05-07,11:34:00,76.71,75.62,79.21,77.85,81156
711,2020-05-07,11:34:00,436.89,430.66,437.19,435.1,2812243
971,2020-05-07,11:34:00,22.61,22.5,23.3,23.26,616221
292,2020-05-07,11:34:00,28.08,27.95,28.48,28.44,6216680
365,2020-05-07,11:34:00,303.22,301.97,305.17,303.616,12430561
413,2020-05-07,11:34:00,18.55,18.32,18.87,18.68,864851
146,2020-05-07,11:34:00,211.16,209.04,211.44,209.971,4877211
178,2020-05-07,11:34:00,1361.31,1352.54,1364.97,1361.19,456529
267,2020-05-07,11:34:00,2374.78,2343.11,2376,2356,1506436
146,2020-05-07,11:33:00,211.16,209.04,211.44,209.758,4833796
178,2020-05-07,11:33:00,1361.31,1352.54,1364.97,1359.69,454575
267,2020-05-07,11:33:00,2374.78,2343.11,2376,2354,1498625
579,2020-05-07,11:33:00,777.21,772.35,796.4,776.27,5501009
632,2020-05-07,11:33:00,76.71,75.62,79.21,78.01,80597
711,2020-05-07,11:33:00,436.89,430.66,437.19,435.47,2789558
971,2020-05-07,11:33:00,22.61,22.5,23.3,23.27,614739
292,2020-05-07,11:33:00,28.08,27.95,28.48,28.4,6167091
365,2020-05-07,11:33:00,303.22,301.97,305.17,303.35,12424305
413,2020-05-07,11:33:00,18.55,18.32,18.87,18.7,861821
292,2020-05-07,11:32:00,28.08,27.95,28.48,28.41,6149348
365,2020-05-07,11:32:00,303.22,301.97,305.17,303.11,12363764
413,2020-05-07,11:32:00,18.55,18.32,18.87,18.69,848744
146,2020-05-07,11:32:00,211.16,209.04,211.44,209.65,4781715
178,2020-05-07,11:32:00,1361.31,1352.54,1364.97,1358.26,452295
267,2020-05-07,11:32:00,2374.78,2343.11,2376,2351.86,1493117
579,2020-05-07,11:32:00,777.21,772.35,796.4,776.701,5482184
632,2020-05-07,11:32:00,76.71,75.62,79.21,78.01,80369
711,2020-05-07,11:32:00,436.89,430.66,437.19,435.98,2752864
971,2020-05-07,11:32:00,22.61,22.5,23.3,23.285,611709
579,2020-05-07,11:31:00,777.21,772.35,796.4,777.48,5459149
632,2020-05-07,11:31:00,76.71,75.62,79.21,77.94,79934
711,2020-05-07,11:31:00,436.89,430.66,437.19,435.75,2743394
971,2020-05-07,11:31:00,22.61,22.5,23.28,23.2568,607917
292,2020-05-07,11:31:00,28.08,27.95,28.48,28.39,6102577
365,2020-05-07,11:31:00,303.22,301.97,305.17,303.15,12320730
413,2020-05-07,11:31:00,18.55,18.32,18.87,18.75,827277
146,2020-05-07,11:31:00,211.16,209.04,211.44,209.68,4743939
178,2020-05-07,11:31:00,1361.31,1352.54,1364.97,1360.07,448279
267,2020-05-07,11:31:00,2374.78,2343.11,2376,2350.95,1487443
146,2020-05-07,11:30:00,211.16,209.04,211.44,209.61,4718920
178,2020-05-07,11:30:00,1361.31,1352.54,1364.97,1359.97,442851
267,2020-05-07,11:30:00,2374.78,2343.11,2376,2349.02,1478331
579,2020-05-07,11:30:00,777.21,772.35,796.4,776.97,5439600
632,2020-05-07,11:30:00,76.71,75.62,79.21,77.94,79879
711,2020-05-07,11:30:00,436.89,430.66,437.19,435.8,2729068
971,2020-05-07,11:30:00,22.61,22.5,23.28,23.195,605307
292,2020-05-07,11:30:00,28.08,27.95,28.48,28.365,6068732
365,2020-05-07,11:30:00,303.22,301.97,305.17,303.15,12282972
413,2020-05-07,11:30:00,18.55,18.32,18.87,18.74,818520
292,2020-05-07,11:29:00,28.08,27.95,28.48,28.375,6044459
365,2020-05-07,11:29:00,303.22,301.97,305.17,303.09,12252036
413,2020-05-07,11:29:00,18.55,18.32,18.87,18.75,810138
146,2020-05-07,11:29:00,211.16,209.04,211.44,209.39,4668936
178,2020-05-07,11:29:00,1361.31,1352.54,1364.97,1358.8,435639
267,2020-05-07,11:29:00,2374.78,2343.11,2376,2349.1,1462342
579,2020-05-07,11:29:00,777.21,772.35,796.4,777.31,5422719
632,2020-05-07,11:29:00,76.71,75.62,79.21,77.87,79091
711,2020-05-07,11:29:00,436.89,430.66,437.19,435.92,2705532
971,2020-05-07,11:29:00,22.61,22.5,23.28,23.255,601450
579,2020-05-07,11:28:00,777.21,772.35,796.4,777.52,5413130
632,2020-05-07,11:28:00,76.71,75.62,79.21,77.87,78150
711,2020-05-07,11:28:00,436.89,430.66,437.19,435.732,2690748
971,2020-05-07,11:28:00,22.61,22.5,23.28,23.21,596344
292,2020-05-07,11:28:00,28.08,27.95,28.48,28.355,6016422
365,2020-05-07,11:28:00,303.22,301.97,305.17,303.08,12211741
413,2020-05-07,11:28:00,18.55,18.32,18.87,18.74,800727
146,2020-05-07,11:28:00,211.16,209.04,211.44,209.29,4643659
178,2020-05-07,11:28:00,1361.31,1352.54,1364.97,1358.24,434215
267,2020-05-07,11:28:00,2374.78,2343.11,2376,2351.56,1433168
146,2020-05-07,11:27:00,211.16,209.04,211.44,209.185,4617375
178,2020-05-07,11:27:00,1361.31,1352.54,1364.97,1357.59,432443
267,2020-05-07,11:27:00,2374.78,2343.11,2376,2351.15,1402399
579,2020-05-07,11:27:00,777.21,772.35,796.4,777.81,5400217
632,2020-05-07,11:27:00,76.71,75.62,79.21,77.975,76953
711,2020-05-07,11:27:00,436.89,430.66,437.19,435.61,2679162
971,2020-05-07,11:27:00,22.61,22.5,23.28,23.185,591865
292,2020-05-07,11:27:00,28.08,27.95,28.48,28.35,5977030
365,2020-05-07,11:27:00,303.22,301.97,305.17,302.925,12169231
413,2020-05-07,11:27:00,18.55,18.32,18.87,18.69,779863
292,2020-05-07,11:26:00,28.08,27.95,28.48,28.36,5950165
365,2020-05-07,11:26:00,303.22,301.97,305.17,302.95,12134499
413,2020-05-07,11:26:00,18.55,18.32,18.87,18.67,772174
146,2020-05-07,11:26:00,211.16,209.04,211.44,209.13,4603292
178,2020-05-07,11:26:00,1361.31,1352.54,1364.97,1358.16,426085
267,2020-05-07,11:26:00,2374.78,2343.11,2376,2356.3,1374353
579,2020-05-07,11:26:00,777.21,772.35,796.4,778.343,5390093
632,2020-05-07,11:26:00,76.71,75.62,79.21,77.975,75985
711,2020-05-07,11:26:00,436.89,430.66,437.19,435.41,2665102
971,2020-05-07,11:26:00,22.61,22.5,23.28,23.24,584654
579,2020-05-07,11:25:00,777.21,772.35,796.4,778.143,5378023
632,2020-05-07,11:25:00,76.71,75.62,79.21,78.09,74975
711,2020-05-07,11:25:00,436.89,430.66,437.19,436.292,2635224
971,2020-05-07,11:25:00,22.61,22.5,23.28,23.285,579369
292,2020-05-07,11:25:00,28.08,27.95,28.48,28.355,5928847
365,2020-05-07,11:25:00,303.22,301.97,305.17,303.147,12082109
413,2020-05-07,11:25:00,18.55,18.32,18.87,18.62,752720
146,2020-05-07,11:25:00,211.16,209.04,211.44,209.18,4555831
178,2020-05-07,11:25:00,1361.31,1352.54,1364.97,1357.85,421631
267,2020-05-07,11:25:00,2374.78,2343.11,2376,2355.21,1370666
146,2020-05-07,11:24:00,211.16,209.04,211.44,209.31,4529621
178,2020-05-07,11:24:00,1361.31,1352.54,1364.97,1358.7,419837
267,2020-05-07,11:24:00,2374.78,2343.11,2376,2358.49,1363625
579,2020-05-07,11:24:00,777.21,772.35,796.4,778.78,5357887
632,2020-05-07,11:24:00,76.71,75.62,79.21,78.09,74899
711,2020-05-07,11:24:00,436.89,430.66,437.19,436.375,2614554
971,2020-05-07,11:24:00,22.61,22.5,23.28,23.24,569074
292,2020-05-07,11:24:00,28.08,27.95,28.48,28.365,5899623
365,2020-05-07,11:24:00,303.22,301.97,305.17,303.12,12045655
413,2020-05-07,11:24:00,18.55,18.32,18.87,18.59,729014
292,2020-05-07,11:23:00,28.08,27.95,28.48,28.328,5835597
365,2020-05-07,11:23:00,303.22,301.97,305.17,302.96,11980583
413,2020-05-07,11:23:00,18.55,18.32,18.87,18.59,723521
146,2020-05-07,11:23:00,211.16,209.04,211.44,209.301,4508181
178,2020-05-07,11:23:00,1361.31,1352.54,1364.97,1358.05,418427
267,2020-05-07,11:23:00,2374.78,2343.11,2376,2356.62,1359987
579,2020-05-07,11:23:00,777.21,772.35,796.4,778.859,5345948
632,2020-05-07,11:23:00,76.71,75.62,79.21,78.09,74395
711,2020-05-07,11:23:00,436.89,430.66,437.19,435.49,2569113
971,2020-05-07,11:23:00,22.61,22.5,23.28,23.25,559672
579,2020-05-07,11:22:00,777.21,772.35,796.4,777.66,5318838
632,2020-05-07,11:22:00,76.71,75.62,79.21,78.09,74174
711,2020-05-07,11:22:00,436.89,430.66,437.19,435.78,2550338
971,2020-05-07,11:22:00,22.61,22.5,23.28,23.24,558485
292,2020-05-07,11:22:00,28.08,27.95,28.48,28.26,5768576
365,2020-05-07,11:22:00,303.22,301.97,305.17,302.94,11940910
413,2020-05-07,11:22:00,18.55,18.32,18.87,18.585,711729
146,2020-05-07,11:22:00,211.16,209.04,211.44,209.22,4473910
178,2020-05-07,11:22:00,1361.31,1352.54,1364.97,1358,417061
267,2020-05-07,11:22:00,2374.78,2343.11,2376,2355.57,1357731
146,2020-05-07,11:21:00,211.16,209.04,211.44,209.585,4434925
178,2020-05-07,11:21:00,1361.31,1352.54,1364.97,1359.17,415464
267,2020-05-07,11:21:00,2374.78,2343.11,2376,2357.2,1354415
579,2020-05-07,11:21:00,777.21,772.35,796.4,778.13,5297121
632,2020-05-07,11:21:00,76.71,75.62,79.21,78.09,74040
711,2020-05-07,11:21:00,436.89,430.66,437.19,436,2538753
971,2020-05-07,11:21:00,22.61,22.5,23.28,23.205,556875
292,2020-05-07,11:21:00,28.08,27.95,28.48,28.375,5621372
365,2020-05-07,11:21:00,303.22,301.97,305.17,303.1,11875417
413,2020-05-07,11:21:00,18.55,18.32,18.87,18.57,706951
292,2020-05-07,11:20:00,28.08,27.95,28.48,28.44,5590465
365,2020-05-07,11:20:00,303.22,301.97,305.17,303.37,11823549
413,2020-05-07,11:20:00,18.55,18.32,18.87,18.57,698458
146,2020-05-07,11:20:00,211.16,209.04,211.44,209.72,4415305
178,2020-05-07,11:20:00,1361.31,1352.54,1364.97,1359.7,413693
267,2020-05-07,11:20:00,2374.78,2343.11,2376,2359.02,1349125
579,2020-05-07,11:20:00,777.21,772.35,796.4,778.82,5270628
632,2020-05-07,11:20:00,76.71,75.62,79.21,78.42,73111
711,2020-05-07,11:20:00,436.89,430.66,437.19,436.485,2528232
971,2020-05-07,11:20:00,22.61,22.5,23.28,23.19,554106
579,2020-05-07,11:19:00,777.21,772.35,796.4,780,5246564
632,2020-05-07,11:19:00,76.71,75.62,79.21,78.515,72777
711,2020-05-07,11:19:00,436.89,430.66,437.19,436.085,2515871
